seed,dataset,Imbalance-ratio,activation,F1-score,Geometric-Mean,Area Under Curve,Balanced_Accuracy,Brier Inaccuracy,Cohen Kappa,Test_loss,Mu,Sigma,Xi
1,abalone9-18,16.404761904761905,sigmoid,0.4,0.5,0.8741007194244604,0.625,0.07522058997390979,0.38664812239221136,0.13909898772835733,,,
2,abalone9-18,16.404761904761905,sigmoid,0.3333333333333333,0.4963898444749265,0.887589928057554,0.6178057553956835,0.0743757653707186,0.30823529411764705,0.13778463900089263,,,
